11:30提醒我	alerts	ALART_ADD	<TIME>11:30</TIME>
11:30提醒我吃饭	alerts	ALART_ADD	<TIME>11:30</TIME><ALART_EVENT>吃饭</ALART_EVENT>
11:30提醒我出门儿	alerts	ALART_ADD	<TIME>11:30</TIME><ALART_EVENT>出门儿</ALART_EVENT>
11:30提醒我一下	alerts	ALART_ADD	<TIME>11:30</TIME>
11:30提醒做作业	alerts	ALART_ADD	<TIME>11:30</TIME><ALART_EVENT>做作业</ALART_EVENT>
11:31的时候请给我订一个11:31的闹钟谢谢！	alerts	ALART_ADD	<PERIOD>11:31</PERIOD>
11:32叫我	alerts	ALART_ADD	<TIME>11:32</TIME>
11:34提醒我	alerts	ALART_ADD	<TIME>11:34</TIME>
11:35叫我吃饭	alerts	ALART_ADD	<TIME>11:35</TIME><ALART_EVENT>吃饭</ALART_EVENT>
11:35叫我起床	alerts	ALART_ADD	<TIME>11:35</TIME><ALART_EVENT>起床</ALART_EVENT>
11:35闹钟	alerts	ALART_ADD	<TIME>11:35</TIME>
11:37提醒我尿尿	alerts	ALART_ADD	<TIME>11:37</TIME><ALART_EVENT>尿尿</ALART_EVENT>
11:38叫我	alerts	ALART_ADD	<TIME>11:38</TIME>
11:39叫我	alerts	ALART_ADD	<TIME>11:39</TIME>
11:40的闹钟	alerts	ALART_ADD	<TIME>11:40</TIME>
11:40的时候提醒我吃饭	alerts	ALART_ADD	<TIME>11:40</TIME><ALART_EVENT>吃饭</ALART_EVENT>
11:40喊我	alerts	ALART_ADD	<TIME>11:40</TIME>
11:40叫我	alerts	ALART_ADD	<TIME>11:40</TIME>
11:40叫我起床	alerts	ALART_ADD	<TIME>11:40</TIME><ALART_EVENT>起床</ALART_EVENT>
11:40闹铃	alerts	ALART_ADD	<TIME>11:40</TIME>
11:40闹钟	alerts	ALART_ADD	<TIME>11:40</TIME>
11:40提醒妈妈上班	alerts	ALART_ADD	<PERIOD>11:40</PERIOD><ALART_EVENT>妈妈上班</ALART_EVENT>
11:40提醒我	alerts	ALART_ADD	<TIME>11:40</TIME>
11:40提醒我还搞老板	alerts	ALART_ADD	<PERIOD>11:40</PERIOD><ALART_EVENT>找老板</ALART_EVENT>
11:41叫我	alerts	ALART_ADD	<TIME>11:41</TIME>
11:42提醒我打卡	alerts	ALART_ADD	<TIME>11:42</TIME><ALART_EVENT>打卡</ALART_EVENT>
11:43叫醒我	alerts	ALART_ADD	<TIME>11:43</TIME>
11:44叫我	alerts	ALART_ADD	<TIME>11:44</TIME>
11:45的时候叫我	alerts	ALART_ADD	<TIME>11:45</TIME>
11:45喊我起床	alerts	ALART_ADD	<TIME>11:45</TIME><ALART_EVENT>起床</ALART_EVENT>
11:45叫闹钟	alerts	ALART_ADD	<TIME>11:45</TIME>
11:45叫我	alerts	ALART_ADD	<TIME>11:45</TIME>
11:45叫我起床	alerts	ALART_ADD	<TIME>11:45</TIME><ALART_EVENT>起床</ALART_EVENT>
11:45叫醒我	alerts	ALART_ADD	<TIME>11:45</TIME>
11:45提醒	alerts	ALART_ADD	<TIME>11:45</TIME>
11:45提醒妈妈上班	alerts	ALART_ADD	<TIME>11:45</TIME><ALART_EVENT>上班</ALART_EVENT>
11:45提醒我不要玩	alerts	ALART_ADD	<TIME>11:45</TIME><ALART_EVENT>不要玩</ALART_EVENT>
11:45提醒我下课	alerts	ALART_ADD	<TIME>11:45</TIME><ALART_EVENT>下课</ALART_EVENT>
11:45题11:50提醒我	alerts	ALART_ADD	<TIME>11:50</TIME>
11:46叫我起床	alerts	ALART_ADD	<TIME>11:46</TIME><ALART_EVENT>起床</ALART_EVENT>
11:47叫我	alerts	ALART_ADD	<TIME>11:47</TIME>
11:50的闹钟	alerts	ALART_ADD	<TIME>11:50</TIME>
11:50的时候提醒我吃饭	alerts	ALART_ADD	<TIME>11:50</TIME><ALART_EVENT>吃饭</ALART_EVENT>
11:50叫我	alerts	ALART_ADD	<TIME>11:50</TIME>
11:50叫我起床	alerts	ALART_ADD	<TIME>11:50</TIME><ALART_EVENT>起床</ALART_EVENT>
11:50叫醒我	alerts	ALART_ADD	<TIME>11:50</TIME>
11:50闹钟	alerts	ALART_ADD	<TIME>11:50</TIME>
11:50三叫我后开始唱歌	alerts	ALART_ADD	<TIME>11:50</TIME><ALART_EVENT>开始唱歌</ALART_EVENT>
11:50提醒我	alerts	ALART_ADD	<TIME>11:50</TIME>
11:50提醒我按完结束	alerts	ALART_ADD	<TIME>11:50</TIME><ALART_EVENT>按完结束</ALART_EVENT>
11:50提醒我吃饭	alerts		<PERIOD>11:50</PERIOD><ALART_EVENT>吃饭</ALART_EVENT>
11:50提醒我吃药	alerts	ALART_ADD	<TIME>11:50</TIME><ALART_EVENT>吃药</ALART_EVENT>
11:50提醒我到要	alerts	ALART_ADD	<TIME>11:50</TIME><ALART_EVENT>到</ALART_EVENT>
11:50提醒我时间到了	alerts	ALART_ADD	<TIME>11:50</TIME>
11:50提醒我一下做饭	alerts	ALART_ADD	<TIME>11:50</TIME><ALART_EVENT>做饭</ALART_EVENT>
11:51叫我	alerts	ALART_ADD	<TIME>11:51</TIME>
11:51提醒我	alerts	ALART_ADD	<TIME>11:51</TIME>
11:52闹钟	-1		
11:52提醒我拿掉面膜	alerts	ALART_ADD	<TIME>11:52</TIME><ALART_EVENT>拿掉面膜</ALART_EVENT>
11:53叫我	alerts	ALART_ADD	<TIME>11:53</TIME>
11:53叫我起床	alerts	ALART_ADD	<TIME>11:53</TIME><ALART_EVENT>起床</ALART_EVENT>
11:53提醒我上床睡觉	alerts	ALART_ADD	<TIME>11:53</TIME><ALART_EVENT>上床睡觉</ALART_EVENT>
11:55的闹钟	alerts	ALART_ADD	<TIME>11:55</TIME>
11:55喊我起	alerts	ALART_ADD	<ALART_EVENT>起</ALART_EVENT><TIME>11:55</TIME>
11:55记得叫我休息一下下	alerts	ALART_ADD	<TIME>11:55</TIME><ALART_EVENT>休息一下下</ALART_EVENT>
11:55叫我	alerts	ALART_ADD	<TIME>11:55</TIME>
11:55闹钟	alerts	ALART_ADD	<TIME>11:55</TIME>
11:55提醒	alerts	ALART_ADD	<TIME>11:55</TIME>
11:55提醒我去吃饭	alerts	ALART_ADD	<TIME>11:55</TIME><ALART_EVENT>吃饭</ALART_EVENT>
11:55提醒我只要不付款	alerts	ALART_ADD	<TIME>11:55</TIME><ALART_EVENT>付款</ALART_EVENT>
11:55提醒我中国银行	alerts	ALART_ADD	<TIME>11:55</TIME><ALART_EVENT>中国银行</ALART_EVENT>
11:56的闹钟	alerts	ALART_ADD	<TIME>11:56</TIME>
11:56个闹钟	alerts	ALART_ADD	<TIME>11:56</TIME>
11:56叫我	alerts	ALART_ADD	<TIME>11:56</TIME>
11:57的闹钟	alerts	ALART_ADD	<TIME>11:57</TIME>
11:57叫我	alerts	ALART_ADD	<TIME>11:57</TIME>
11:57提醒我吃饭	alerts	ALART_ADD	<TIME>11:57</TIME><ALART_EVENT>吃饭</ALART_EVENT>
11:57提醒我打卡	alerts	ALART_ADD	<TIME>11:57</TIME><ALART_EVENT>打卡</ALART_EVENT>
11:58的闹钟	alerts	ALART_ADD	<TIME>11:58</TIME>
11:58叫我	alerts	ALART_ADD	<TIME>11:58</TIME>
11:58叫我好好的	alerts	ALART_ADD	<TIME>11:58</TIME>
11:58闹钟	alerts	ALART_ADD	<TIME>11:58</TIME>
11:58提醒我	alerts	ALART_ADD	<TIME>11:58</TIME>
11:58提醒我抢沃尔玛的优惠券	alerts	ALART_ADD	<TIME>11:58</TIME><ALART_EVENT>抢沃尔玛的优惠券</ALART_EVENT>
11:59叫我	alerts	ALART_ADD	<TIME>11:59</TIME>
11:59叫我起床	alerts	ALART_ADD	<TIME>11:59</TIME><ALART_EVENT>起床</ALART_EVENT>
11:59提醒我	alerts	ALART_ADD	<TIME>11:59</TIME>
11:59提醒我到京东领花买优惠券	alerts	ALART_ADD	<TIME>11:59</TIME><ALART_EVENT>京东领花买优惠券</ALART_EVENT>
11:59提醒我付款	alerts	ALART_ADD	<TIME>11:59</TIME><ALART_EVENT>付款</ALART_EVENT>
11:59提醒我开手机	alerts	ALART_ADD	<TIME>11:59</TIME><ALART_EVENT>开手机</ALART_EVENT>
11:59提醒我抢优惠券	alerts	ALART_ADD	<ALART_EVENT>抢优惠券</ALART_EVENT><TIME>11:59</TIME>
11:零十提醒我一下	alerts	ALART_ADD	<TIME>11:零十</TIME>
110个半小时倒计时开始	alerts	ALART_ADD	<DURATION>110个半小时</DURATION>
11111111×一一11111111等于多少	calculator		
11112220等于多少	calculator		
1111等于01毫米乘以11111等于多少	calculator		
1157时	chat		
115西充县今日白天到夜间阵雨多云温度25岁	chat		
11912等于多少	calculator		
11版电提醒我	alerts	ALART_ADD	<TIME>11点半</TIME>
11点	chat		
11点11:10的时候提醒我写作业	alerts	ALART_ADD	<TIME>11:10</TIME><ALART_EVENT>写作业</ALART_EVENT>
11点11:20提醒我做饭	alerts	ALART_ADD	<TIME>11:20</TIME><ALART_EVENT>做饭</ALART_EVENT>
11点20叫我	alerts	ALART_ADD	<TIME>11点20</TIME>
11点35分提醒1018手号结果谢谢	alerts	ALART_ADD	<TIME>11点35分</TIME><ALART_EVENT>1018手号结果</ALART_EVENT>
11点45分提醒我	alerts	ALART_ADD	<TIME>11点45分</TIME>
11点50叫醒我们	alerts	ALART_ADD	<TIME>11点50</TIME>
11点半	alerts	ALART_ADD	<TIME>11点半</TIME>
11点半的闹铃	alerts	ALART_ADD	<TIME>11点半</TIME>
11点半的闹钟	alerts	ALART_ADD	<TIME>11点半</TIME>
11点半的时候提醒我该唱一首歌	alerts	ALART_ADD	<TIME>11点半</TIME><ALART_EVENT>唱一首歌</ALART_EVENT>
11点半喊我	alerts	ALART_ADD	<TIME>11点半</TIME>
11点半喊我洗澡	alerts	ALART_ADD	<PERIOD>11点半</PERIOD><ALART_EVENT>洗澡</ALART_EVENT>
11点半记得让我上班	alerts	ALART_ADD	<TIME>11点半</TIME><ALART_EVENT>让我上班</ALART_EVENT>
11点半叫我	alerts	ALART_ADD	<TIME>11点半</TIME>
11点半叫我12点半叫我睡觉	alerts	ALART_ADD	<TIME>12点半</TIME><ALART_EVENT>睡觉</ALART_EVENT>
11点半叫我吹号	alerts	ALART_ADD	<TIME>11点半</TIME><ALART_EVENT>吹号</ALART_EVENT>
11点半叫我们喝水听到了	alerts	ALART_ADD	<TIME>11点半</TIME><ALART_EVENT>喝水</ALART_EVENT>
11点半叫我起床	alerts	ALART_ADD	<TIME>11点半</TIME><ALART_EVENT>起床</ALART_EVENT>
11点半叫醒我	alerts	ALART_ADD	<TIME>11点半</TIME>
11点半闹铃	alerts	ALART_ADD	<TIME>11点半</TIME>
11点半闹钟	alerts	ALART_ADD	<TIME>11点半</TIME>
11点半提醒	alerts	ALART_ADD	<TIME>11点半</TIME>
11点半提醒妈妈上班	alerts	ALART_ADD	<TIME>11点半</TIME><ALART_EVENT>妈妈上班</ALART_EVENT>
11点半提醒我	alerts	ALART_ADD	<TIME>11点半</TIME>
11点半提醒我吃饭	alerts	ALART_ADD	<TIME>11点半</TIME><ALART_EVENT>吃饭</ALART_EVENT>
11点半提醒我给天天做面条	alerts	ALART_ADD	<TIME>11点半</TIME><ALART_EVENT>给天天做面条</ALART_EVENT>
11点半提醒我关电动车	alerts	ALART_ADD	<TIME>11点半</TIME><ALART_EVENT>关电动车</ALART_EVENT>
11点半提醒我去接人	alerts	ALART_ADD	<TIME>11点半</TIME><ALART_EVENT>去接人</ALART_EVENT>
11点半提醒我休息	alerts	ALART_ADD	<TIME>11点半</TIME><ALART_EVENT>休息</ALART_EVENT>
11点半提醒我一下	alerts	ALART_ADD	<TIME>11点半</TIME>
11点半提醒我做饭	alerts	ALART_ADD	<TIME>11点半</TIME><ALART_EVENT>做饭</ALART_EVENT>
11点别叫我起床啊	alerts	ALART_DEL	
11点播放歌曲	alerts	ALART_ADD	<TIME>11点</TIME><ALART_EVENT>播放歌曲</ALART_EVENT>
11点到11点半的闹钟	alerts	ALART_ADD	<DURATION>11点到11点半</DURATION>
11点到要	alerts	ALART_ADD	<TIME>11点</TIME>
11点的	chat		
11点的叫我	alerts	ALART_ADD	<TIME>11点</TIME>
11点的闹铃	alerts	ALART_ADD	<TIME>11点</TIME>
11点的闹铃取消	alerts	ALART_DEL	
11点的闹钟	alerts	ALART_ADD	<TIME>11点</TIME>
11点的闹钟取消	alerts	ALART_DEL	<TIME>11点</TIME>
11点的闹钟停止	alerts	ALART_DEL	<TIME>11点</TIME>
11点的时候记得提醒我去上课	alerts	ALART_ADD	<TIME>11点</TIME><ALART_EVENT>去上课</ALART_EVENT>
11点的时候叫我	alerts	ALART_ADD	<TIME>11点</TIME>
11点的时候叫我们喝水	alerts	ALART_ADD	<TIME>11点</TIME><ALART_EVENT>我们喝水</ALART_EVENT>
11点的时候叫我一声	alerts	ALART_ADD	<TIME>11点</TIME>
11点的时候提醒我	alerts	ALART_ADD	<TIME>11点</TIME>
11点的时候提醒我化妆	alerts	ALART_ADD	<TIME>11点</TIME><ALART_EVENT>化妆</ALART_EVENT>
11点的时候提醒我换衣服	alerts	ALART_ADD	<TIME>11点</TIME><ALART_EVENT>换衣服</ALART_EVENT>
11点的时候提醒我回家	alerts	ALART_ADD	<TIME>11点</TIME><ALART_EVENT>回家</ALART_EVENT>
11点的时候提醒我做饭	alerts	ALART_ADD	<TIME>11点</TIME><ALART_EVENT>做饭</ALART_EVENT>
11点点外卖记得提醒我	alerts	ALART_ADD	<TIME>11点</TIME><ALART_EVENT>点外卖</ALART_EVENT>
11点掉闹钟叫我起床	alerts	ALART_ADD	<TIME>11点</TIME><ALART_EVENT>起床</ALART_EVENT>
11点多播放可能	alerts	ALART_ADD	<DURATION>11点多</DURATION><ALART_EVENT>可能</ALART_EVENT>
11点喊我	alerts	ALART_ADD	<TIME>11点</TIME>
11点后叫我	alerts	ALART_ADD	<DURATION>11点后</DURATION>
11点几点的闹钟11点整	alerts	ALART_ADD	<TIME>11点</TIME>
11点记得提醒我们该睡觉	alerts	ALART_ADD	<TIME>11点</TIME><ALART_EVENT>我们该睡觉</ALART_EVENT>
11点叫我	alerts	ALART_ADD	<TIME>11点</TIME>
11点叫我13等于多少	alerts	ALART_ADD	<TIME>11点</TIME><ALART_EVENT>13等于多少</ALART_EVENT>
11点叫我吃东西	alerts	ALART_ADD	<TIME>11点</TIME><ALART_EVENT>吃东西</ALART_EVENT>
11点叫我吃宵夜	alerts	ALART_ADD	<TIME>11点</TIME><ALART_EVENT>吃宵夜</ALART_EVENT>
11点叫我儿子起床撒尿	alerts	ALART_ADD	<TIME>11点</TIME><ALART_EVENT>儿子起床撒尿</ALART_EVENT>
11点叫我们吃饭	alerts	ALART_ADD	<TIME>11点</TIME><ALART_EVENT>吃饭</ALART_EVENT>
11点叫我奶奶	alerts	ALART_ADD	<TIME>11点</TIME><ALART_EVENT>奶奶</ALART_EVENT>
11点叫我起床	alerts	ALART_ADD	<TIME>11点</TIME><ALART_EVENT>起床</ALART_EVENT>
11点叫我起来做饭	alerts	ALART_ADD	<TIME>11点</TIME><ALART_EVENT>做饭</ALART_EVENT>
11点叫我去煮饭	alerts	ALART_ADD	<TIME>11点</TIME><ALART_EVENT>煮饭</ALART_EVENT>
11点叫我上床睡觉	alerts	ALART_ADD	<TIME>11点</TIME><ALART_EVENT>上床睡觉</ALART_EVENT>
11点叫我休息	alerts	ALART_ADD	<TIME>11点</TIME><ALART_EVENT>休息</ALART_EVENT>
11点叫我煮饭	alerts	ALART_ADD	<TIME>11点</TIME><ALART_EVENT>煮饭</ALART_EVENT>
11点叫醒	alerts	ALART_ADD	<TIME>11点</TIME>
11点叫醒我	alerts	ALART_ADD	<TIME>11点</TIME>
11点今晚	chat		
11点来叫我	alerts	ALART_ADD	<TIME>11点</TIME>
11点了	chat		
11点了叫我	alerts	ALART_ADD	<TIME>11点</TIME>
11点闹铃	alerts	ALART_ADD	<TIME>11点</TIME>
11点闹钟	alerts	ALART_ADD	<TIME>11点</TIME>
11点闹钟取消	alerts	ALART_DEL	
11点闹钟提醒	alerts	ALART_ADD	<TIME>11点</TIME>
11点提醒11:14我提醒我吃饭	alerts	ALART_ADD	<TIME>11点</TIME><ALART_EVENT>11:14我提醒我吃饭</ALART_EVENT>
11点提醒乘用车放狗	alerts	ALART_ADD	<TIME>11点</TIME><ALART_EVENT>乘用车放狗</ALART_EVENT>
11点提醒李佳霖睡觉	alerts	ALART_ADD	<TIME>11点</TIME><ALART_EVENT>李佳霖睡觉</ALART_EVENT>
11点提醒我	alerts	ALART_ADD	<TIME>11点</TIME>
11点提醒我11点了	alerts	ALART_ADD	<TIME>11点</TIME>
11点提醒我吃饭	alerts	ALART_ADD	<TIME>11点</TIME><ALART_EVENT>吃饭</ALART_EVENT>
11点提醒我出门	alerts	ALART_ADD	<TIME>11点</TIME><ALART_EVENT>出门</ALART_EVENT>
11点提醒我该斗地主了	alerts	ALART_ADD	<TIME>11点</TIME><ALART_EVENT>斗地主</ALART_EVENT>
11点提醒我回家	alerts	ALART_ADD	<TIME>11点</TIME><ALART_EVENT>回家</ALART_EVENT>
11点提醒我去吃饭	alerts	ALART_ADD	<TIME>11点</TIME><ALART_EVENT>去吃饭</ALART_EVENT>
话术	垂类	意图	标签
七播放一	chat		
上几点	chat		
你的第200是谁	chat		
请播放刀郎的2002年的第一唱第一场雪	music	MUSIC_GENERAL_PLAY	请播放<SINGER>刀郎</SINGER>的<MUSIC_NAME>2002年的第一场雪</MUSIC_NAME>
你能不能查出来我都听多少个小说了在你的影像里	chat		
泡脚	baike	BAIKE_ITEMS_SEARCH	<BAIKE_ITERM>泡脚</BAIKE_ITERM>
排查	chat		
肉末茄子怎么做	cook_book		
跑调啊	chat		
你怎么知道我小时候在有了宝宝学的歌呢	chat		
你这个死八婆还说是智能我要听什么歌你都听不懂	chat		
什么时候路过	chat		
你再给我说一遍	general_command	StartOverIntent	
请播放2018年世界杯主题曲拉菲尔	music	MUSIC_GENERAL_PLAY	请播放<MUSIC_NAME>2018年世界杯主题曲拉菲尔</MUSIC_NAME>
三字经第一首重头播放	general_command	StartOverIntent	
你有十元还是两元	chat		
请播放夜萝莉精灵梦中的歌曲盛放的玫瑰	music	MUSIC_GENERAL_PLAY	请播放<MOVIE_TV_NAME>精灵梦叶罗丽</MOVIE_TV_NAME>中的歌曲<MUSIC_TAG>盛放的玫瑰</MUSIC_TAG>
删除里面的歌单	general_command	CANCEL_FAVORITE	
你是只会还播放了机器人只会播音乐的机器人还是会唱歌的机器人	chat		
千万个歌单	chat		
人什么时候	chat		
设定下午6点的闹钟	alerts	ALART_ADD	设定<TIME>下午6点</TIME>的闹钟
你最高能进化到何等程度	chat		
什么是新闻	baike	BAIKE_QA_SEARCH	什么是<BAIKE_ITERM>新闻</BAIKE_ITERM>
什么时候你求	chat		
你唱一句阿佳之80的歌我唱一句天路巴赫的歌好不好	music	MUSIC_GENERAL_PLAY	你唱一句阿佳之80的歌我唱一句<MUSIC_NAME>天路</MUSIC_NAME>巴赫的歌好不好
请问给我讲个故事好不好讲一个处长赵白雪公主的故事	fm	FM_AUDIOBOOK_PLAY	请问给我讲个故事好不好讲一个处长赵<AUDIOBOOK_ALBUM>白雪公主的故事</AUDIOBOOK_ALBUM>
你再讲	general_command	ResumeIntent	
三峡将193回接着说	fm	FM_AUDIOBOOK_PLAY	<AUDIOBOOK_ALBUM>三峡将</AUDIOBOOK_ALBUM><AUDIOBOOK_EPISODE_ID>193回</AUDIOBOOK_EPISODE_ID>接着说
请搜索快乐那个动物的叫声小动物的叫声	chat		
删除了所有收藏的歌	general_command	CANCEL_FAVORITE	
设置闹钟早上	alerts	ALART_ADD	设置闹钟<PERIOD>早上</PERIOD>
你可以在我这儿你可以当着我的闹钟吧	chat		
设置明天早上8点的闹钟	alerts	ALART_ADD	设置<DATE>明天</DATE><TIME>早上8点</TIME>的闹钟
你说你刚刚说的18元搞大你的肚子	chat		
苹果啊	chat		
上海新闻图片	news	NEWS_PLAY	<LOCATION>上海</LOCATION>新闻图片
你的伙伴还要不要	chat		
你为什么听起来像个女生	chat		
你估计四点都不到	chat		
三只行歌曲	music	MUSIC_GENERAL_PLAY	<MUSIC_NAME>三只熊</MUSIC_NAME>歌曲
请播放速度与激情的see you again	music	MUSIC_GENERAL_PLAY	请播放<MOVIE_TV_NAME>速度与激情</MOVIE_TV_NAME>的<MUSIC_NAME>see you again</MUSIC_NAME>
你是不是心情很好虽然让你听见听一下歌爱我的心只要被你气炸啦	chat		
你可以告诉我2012年首届荷花仙子的规则吗	chat		
启动开歌迷	home_command	TurnOn	
你给我跳个芭蕾舞吧给我唱个肚皮舞吧	music	MUSIC_GENERAL_PLAY	你给我跳个芭蕾舞吧给我唱个<ALBUM_NAME>肚皮舞</ALBUM_NAME>吧
你要是不睡觉的话就陪我玩儿吧反正我晚上也睡不着	chat		
三播放下一首歌曲	general_command	NextIntent	
千古这首歌给我唱过唱出来	chat		
你们机器人的才复杂呢那么多的歌我们都不会唱你都唱出来了	chat		
请问this is my father是什么意思	translator		
请播放歌曲yesterday one small	music	MUSIC_GENERAL_PLAY	请播放歌曲<MUSIC_NAME>yesterday one small</MUSIC_NAME>
你再唱我就揍你	general_command	PauseIntent	
如何干掉我身旁的这个坏蛋	chat		
哦姐姐我都说了这个不是别怪我没提醒你乌龟	chat		
上头条	news	NEWS_PLAY	<ORGANIZATION>上头条</ORGANIZATION>
你也需要认识世面你也不能只喜欢我一个人吧	chat		
让你们生活都小说最后一个摸金校尉40章	fm	FM_AUDIOBOOK_PLAY	让你们生活都小说最后一个<AUDIOBOOK_PROGRAM>摸金校尉</AUDIOBOOK_PROGRAM><AUDIOBOOK_EPISODE_ID>40章</AUDIOBOOK_EPISODE_ID>
你能不能给我送件漂亮的裙子还有一个闪闪发光换呀	chat		
你们俩可是好朋友好兄弟呀你们俩快和各自的兄弟打个招呼	chat		
你能陪我一直做好朋友吗因为我只有你这样一个好朋友	chat		
什么叫重新开始	general_command	StartOverIntent	
什么播放新闻吧	news	NEWS_PLAY	
让企鹅毒枭说岳飞传	fm	FM_AUDIOBOOK_PLAY	让<RADIO_NAME>企鹅毒枭</RADIO_NAME>说<AUDIOBOOK_PROGRAM>岳飞传</AUDIOBOOK_PROGRAM>
农历一十爱	chat		
全员注意有人用悬浮摄影机偷拍必读小姑娘	chat		
青冈五	chat		
切换到歌单收藏	general_command	NextIntent	
什么时候睡觉	chat		
请播放100%的够	music	MUSIC_GENERAL_PLAY	请播放<MUSIC_NAME>100</MUSIC_NAME>%的够
什么信息	chat		
你再唱一遍这首歌吧	general_command	StartOverIntent	
你上次说的你推荐了什么可以再说一遍吗	chat		
设置闹钟7点	alerts	ALART_ADD	设置闹钟<TIME>7点</TIME>
请放刚刚我说的那个重新放的那个音乐	music	MUSIC_GENERAL_PLAY	
前线的天气和纯化的天气哪个天气比较高	weather	WEATHER_TEMPERATURE_INFO	<LOCATION>前线</LOCATION>的天气和<LOCATION>纯化</LOCATION>的天气哪个天气比较高
什么时候不圆	chat		
请播放请重新播放阿里巴巴和40大盗	video	VIDEO_PLAY	请播放请重新播放<VIDEO_NAME>阿里巴巴和40大盗</VIDEO_NAME>
你妈该把枪	chat		
七七情人节送什么礼物好呢去了玫瑰花还有什么节还有什么礼物呢	chat		
你不是说你是游戏老公找你帮我查询一下游小游戏	chat		
什么呀我都没听懂	chat		
你给我查查这附近哪里有工商银行	baike	BAIKE_ITEMS_SEARCH	你给我查查这附近哪里有<BAIKE_ITERM>工商银行</BAIKE_ITERM>
啥	chat		
设置闹钟7点早上	alerts	ALART_ADD	设置闹钟<TIME>7点早上</TIME>
你王总很重要那个哥哥说歌王是个电脑中的猫	chat		
你比较吸引我我问你名字你告诉我好不好我有时候忘记你名字	chat		
请设置明天早上7点钟的闹钟	alerts	ALART_ADD	请设置<DATE>明天</DATE><TIME>早上7点钟</TIME>的闹钟
上一个新闻	news	NEWS_PLAY	
让我做你的眼睛说那样才能看得清这首情歌写给你听	chat		
你要不要喝酒	chat		
三同学情谊播放的歌手右手一个慢动作	chat		
三同学继续播放	general_command	ResumeIntent	
清波家央卓玛的歌好吧	music	MUSIC_GENERAL_PLAY	请播<SINGER>降央卓玛</SINGER>的歌好吧
你什么时间认识我的好的	chat		
赔本	baike	BAIKE_ITEMS_SEARCH	<BAIKE_ITERM>赔本</BAIKE_ITERM>
青青是谁	baike	BAIKE_ITEMS_SEARCH	<BAIKE_ITERM>青青是谁</BAIKE_ITERM>
七夕节是什么时候	time		
请播放英语歌曲what are you	music	MUSIC_GENERAL_PLAY	请播放<MUSIC_TAG>英语</MUSIC_TAG>歌曲<MUSIC_NAME>what are you</MUSIC_NAME>
你说每天是早点睡好还是迟点去哈	chat		
七夕是哪一天啊农历多少啊	time		
请关掉闹钟	alerts	ALART_DEL	
设置一个明天11点的闹钟	alerts	ALART_ADD	设置一个<DATE>明天</DATE><TIME>11点</TIME>的闹钟
你说的那些有咚咚咚的歌还没放你出来没	music	MUSIC_GENERAL_PLAY	你说的那些有<MUSIC_NAME>咚咚咚</MUSIC_NAME>的歌还没放你出来没
上午几点钟了	time		
你除了成语接龙飞花力还有猜数字还有什么游戏啊	chat		
请幻城最喜欢	video	VIDEO_PLAY	请<VIDEO_NAME>幻城</VIDEO_NAME>最喜欢
你你除了放心我还要唱歌讲故事还会什么	chat		
请到李婧璐	chat		
你还偶尔有点笨你还不告诉我们嗨你太笨了	chat		
七继续播放	general_command	ResumeIntent	
让企鹅播放男人境地	music	MUSIC_GENERAL_PLAY	让企鹅播放<MUSIC_NAME>男人</MUSIC_NAME>境地
你唱一个扑倒我告诉你	music	MUSIC_GENERAL_PLAY	你唱一个扑倒<MUSIC_NAME>我告诉你</MUSIC_NAME>
让你开怀大笑罗文对呀	chat		
任重唱的	music	MUSIC_GENERAL_PLAY	<SINGER>任重</SINGER>唱的
清除所有闹钟	alerts	ALART_DEL	
你还下	chat		
七夕想送给老公礼物送什么礼物比较好	chat		
你爸爸不就是你的制造者吗你有好多制造着你有好的爸爸呢	chat		
你给我唱一首喜欢的音乐吗	chat		
陪我玩棉花糖和云朵妈妈的游戏吧开始	chat		
三侠五义下一回	fm	FM_AUDIOBOOK_PLAY	<AUDIOBOOK_PROGRAM>三侠五义</AUDIOBOOK_PROGRAM><AUDIOBOOK_EPISODE_ID>下一回</AUDIOBOOK_EPISODE_ID>
你丫是我的礼物我的六一儿童节礼物哦	chat		
什么时候阅卷	chat		
人家故事	music	MUSIC_GENERAL_PLAY	<MUSIC_NAME>人间故事</MUSIC_NAME>
什么时候开始一	chat		
三门峡新闻	news	NEWS_PLAY	<LOCATION>三门峡</LOCATION>新闻
三国演义重新来一遍	general_command	StartOverIntent	
什么财经新闻	news	NEWS_PLAY	什么<NEWS_TAG>财经</NEWS_TAG>新闻
